id|type|name|legend|is_other_wargear|faction_id|description|
000000612||Explodes||false|TAU|Each time a PIRANHA model in this unit is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 3"" suffers 1 mortal wound.|
000000615||Explodes||false|TAU|When this unit’s DEVILFISH model is destroyed, roll one D6 before any embarked models disembark and before removing it from play. On a 6 it explodes, and each unit within 6"" suffers D6 mortal wounds.|
000000620||Pulse Bombs||false|TAU|Once per turn, after this unit’s SUN SHARK BOMBER model has moved in your Movement phase, you can select one unit it moved across. Roll six D6s for each VEHICLE or MONSTER model in that unit and roll one D6 for each other model in that unit (to a maximum of ten D6s): for each 4+, that unit suffers 1 mortal wound.|
000000622||Plunge From the Sky||false|TAU|During deployment, you can set up this unit high in the sky instead of setting it up on the battlefield. If you do, then in the Reinforcements step of one of your Movement phases you can set up this unit anywhere on the battlefield that is more than 9"" away from any enemy models.|
000000623||Drone Uplink||false|TAU|In your Command phase, you can select one SNIPER DRONE unit within 6"" of this unit’s FIRESIGHT MARKSMAN model. Until the start of your next Command phase:SNIPER DRONE models in that unit have a Ballistic Skill characteristic of 3+.Each time you select a target for an attack made by a SNIPER DRONE model in that unit, you can ignore the Look Out, Sir rule.Each time an attack is made by a SNIPER DRONE model in that unit, an unmodified wound roll of 6 inflicts 1 mortal wound on the target in addition to any normal damage.|
000000624||Marksman Stealth Field||false|TAU|This unit cannot be selected as a target for ranged attacks unless it is the closest eligible target to the firing model or is within 12"" of the firing model. In your Movement phase, if this unit does not Remain Stationary, it loses this ability until the start of your next Movement phase.|
000000626||Explodes||false|TAU|When this unit’s SKY RAY GUNSHIP model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 6"" suffers D6 mortal wounds.|
000000634||Stabilising Anchors||false|TAU|This model can perform the following action:‘Deploy Anchors (Action): At the start of your Movement phase, any number of STORMSURGE models from your army can start to perform this action. The action is completed at the start of your next Shooting phase. If this action is successfully completed, until the end of the phase, each time this model makes a ranged attack, you can re-roll the hit roll.’|
000000635||Walking Battleship||false|TAU|This model is eligible to declare a charge in a turn in which it Fell Back. Each time this model makes a Normal Move, Advances or Falls Back, it can be moved across other models (excluding MONSTER and VEHICLE models) as if they were not there.|
000000644||Tidewall Field||false|TAU|This TRANSPORT has a 5+ invulnerable save.|
000000652||Shield Generator||false|TAU|This model has a 4+ invulnerable save.|
000000653||Vengeance||false|TAU|Each time this model makes an attack against an ASTRA MILITARUM unit, re-roll a hit roll of 1.|
000000661||Multi-function Surveyor||false|TAU|In your Command phase, select one of the following protocols for this unit to perform:Repair Protocol: This unit can repair one friendly <SEPT> BATTLESUIT model within 3"" of it. That BATTLESUIT model regains up to D3 lost wounds. Each model can only be repaired once per turn.Surveillance Protocol: Select one enemy unit within 12"" of this unit. Until the end of the turn, that enemy unit does not receive the benefits of Light Cover.|
000000670||Nova Reactor||false|TAU|In your Command phase, you can use this model’s Nova Reactor. If you do, inflict 1 mortal wound on this model then select one of the following effects:Until the start of your next Command Phase, this model has a 4+ invulnerable save.Until the start of your next Command phase, you can select the Nova profile of weapons this model is equipped with.Until the start of your next Command phase, add 12"" to the Move characteristic of this model and it is eligible to shoot in a turn in which it Falls Back.|
000000672||R’varna Shield Generator||false|TAU|This model has a 5+ invulnerable save.|
000000673||Nova Reactor||false|TAU|In your Command phase, you can use this model’s Nova Reactor. If you do, inflict 1 mortal wound on this model then select one of the following effects:Until the start of your next Command Phase, this model has a 4+ invulnerable save.Until the start of your next Command phase, you can select the Nova profile of weapons this model is equipped with.Until the start of your next Command phase, in each Fight phase, roll one D6 for each enemy unit within 6"" of this model: on a 4+, that unit suffers D3 mortal wounds.|
000000675||Ta’unar Shield Generator||false|TAU|This model has a 5+ invulnerable save.|
000000680||Explodes||false|TAU|When a model in this unit is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 3"" suffers 1 mortal wound.|
000000694||Positional Relay (Aura)||false|TAU|While a friendly <SEPT> INFANTRY unit is within 6"" of this model, each time that unit fights, you can re-roll one hit roll and you can re-roll one wound roll when resolving that unit’s attacks.|
000000705|Abilities|Synapse (Aura)||false|TYR|While a friendly <HIVE FLEET> unit is within 6"" of this unit, that unit automatically passes Morale tests.|
000000706|Abilities|Instinctive Behaviour|Unless controlled or coordinated by the domineering will of the Hive Mind, many Tyranid organisms will revert to their baser instincts.|false|TYR|Unless a <HIVE FLEET> unit with this ability is within 24"" of any friendly  SYNAPSE unit, you must subtract 1 from any hit rolls made for it when shooting any target other than the nearest visible enemy unit, and you must subtract 2 from its charge roll if it declares a charge against any unit other than the nearest enemy unit.|
000000707|Abilities|Shadow in the Warp (Aura)||false|TYR|While an enemy PSYKER unit is within 18"" of this unit:Subtract 1 from Psychic tests taken for that enemy unit.Each time that enemy unit suffers Perils of the Warp, it suffers 1 additional mortal wound.|
000000708||Will of the Hive Mind||false|TYR|In your Command phase, select one friendly <HIVE FLEET> CORE unit within Synaptic Link range of this model. Until the start of your next Command phase, each time a model in that unit makes an attack, re-roll a hit roll of 1.|
000000709||Death Throes||false|TYR|When this model is destroyed, roll one D6 before removing it from play. On a 6+, the closest enemy unit within 6"" suffers D3 mortal wounds.|
000000710||Psychic Barrier||false|TYR|This model has a 4+ invulnerable save.|
000000711||Adrenal glands||true|TYR|The bearer gains the ADRENAL GLANDS keyword. Add 1"" to the Move characteristic and add 1 to the Strength characteristic of the bearer.|
000000712||Toxin sacs||true|TYR|The bearer gains the TOXIN SACS keyword. Each time the bearer makes a melee attack, an unmodified hit roll of 6 automatically wounds the target.|
000000720||Blade Parry||false|TYR|Once per turn, the first time a saving throw made against a melee attack is failed for this model, the Damage characteristic of that attack is changed to 0.|
000000721||Hive Commander||false|TYR|In your Command phase, select one friendly <HIVE FLEET> CORE unit within Synaptic Link range of this model. Until the start of your next Command phase, that unit gains the Objective Secured ability. If that unit already has this ability, models in that unit count as one additional model when determining control of an objective marker.|
000000724||Alpha Leader||false|TYR|In your Command phase, select one friendly <HIVE FLEET> CARNIFEX model within 9"" of this model. Until the start of your next Command phase, each time that model makes an attack, add 1 to that attack’s hit roll.|
000000725||Berserk Rampage||false|TYR|Each time this model fights, if it made a charge move or performed a Heroic Intervention this turn, then until that fight is resolved, add D3+1 to the Attacks characteristic of this model.|
000000726||Regeneration||false|TYR|In your Command phase, this model regenerates and regains up to D3 lost wounds. Each model can only be regenerated once per turn.|
000000727||Lightning Reflexes||false|TYR|This model has a 4+ invulnerable save.|
000000730||Alpha Warrior||false|TYR|In your Command phase, select one friendly <HIVE FLEET> CORE unit within Synaptic Link range of this model that has not already been selected for this ability this turn. Until the start of your next Command phase, each time a model in that unit makes an attack, re-roll a wound roll of 1.|
000000731||Brood Progenitor||false|TYR|In your Command phase, select one friendly <HIVE FLEET> TERMAGANTS unit within Synaptic Link range of this model that has not already been selected for this ability this turn. Until the start of your next Command phase, each time a model in that unit makes a ranged attack, add 1 to that attack’s hit roll.|
000000733||Spawn Termagants||false|TYR|In your Command phase, you can do one of the following:Select one friendly <HIVE FLEET> TERMAGANTS unit within 6"" of this model. Up to 2D6 destroyed models from that unit are returned to it; set those models back up on the battlefield with their full wounds remaining. When setting these models up on the battlefield, they must be set up wholly within 6"" of this model and cannot be set up within Engagement Range of any enemy units, unless those units are already within Engagement Range of that TERMAGANTS unit.Once per battle, this model can spawn a new unit of Termagants. If it does so, set up a new friendly <HIVE FLEET> TERMAGANTS unit on the battlefield not within Engagement Range of any enemy units and wholly within 6"" of this model. That TERMAGANTS unit contains 10 models, each equipped with fleshborers, and, if you are playing a game that uses a points limit, that unit does not cost any Reinforcement points.|
000000735||Lightning Reflexes||false|TYR|Models in this unit have a 5+ invulnerable save. Models in this unit have a 4+ invulnerable save against melee attacks.|
000000737||Hail of Living Ammunition||false|TYR|If this unit contains 20 or more models, you can re-roll wound rolls of 1 when it shoots.|
000000738||Bounding Leap||false|TYR|Each time a model in this unit makes a pile-in move, it can move up to an additional 3"" (to a maximum of 9"").|
000000743||Chameleonic Skin||false|TYR|Each time an attack is made against this model, subtract 1 from that attack’s hit roll.While this model is receiving the benefits of cover, it cannot be selected as the target of a ranged attack if the attacker is more than 12"" away.This model has a 5+ invulnerable save.|
000000744||Hidden Hunter||false|TYR|During deployment, you can set up this model in hiding instead of setting it up on the battlefield. If you do so, then in the Reinforcements step of one of your Movement phases you can set up this model wholly within 6"" of any battlefield edge or any terrain features and more than 9"" away from any enemy models (or more then 6"" away from enemy models if this model is set up wholly within your deployment zone), and, until the end of the turn, you can re-roll charge rolls made for this model.|
000000745||Psychic Overload||false|TYR|Each time this model successfully manifests a psychic power or completes a psychic action, if the result of the Psychic test was 7 or more, after resolving that psychic power, the closest enemy unit within 12"" suffers the number of mortal wounds shown in the table below.THIS MODEL’S WOUNDS REMAININGMORTAL WOUNDS SUFFERED8+35-721-41|
000000746||Psychic Barrier||false|TYR|This model has a 4+ invulnerable save.|
000000748||Warp Blast||false|TYR|Each time this unit attempts to manifest Smite or a Witchfire psychic power, add 1 to the Psychic test for each model in this unit. Each time this unit manifests the Smite psychic power, add 1 to the number of mortal wounds suffered by the enemy unit for each model in this unit (to a maximum of +3 mortal wounds).|
000000749||Warp Field||false|TYR|Models in this unit have a 4+ invulnerable save.|
000000751||Toxic Miasma||false|TYR|At the start of the Fight phase, you can select one enemy unit within 3"" of this unit. Roll one D6: on a 3+, that unit suffers 1 mortal wound and is not eligible to fight this phase until after all eligible units from your army have done so.|
000000753||Volatile||false|TYR|Each time a model in this unit is destroyed, roll one D6 before removing it from play. On a 6, it explodes, and each unit within 3"" suffers 1 mortal wound.|
000000755||Rapacious Hunger||false|TYR|Each time an enemy model is destroyed as a result of an attack made by this model, this model regains 1 lost wound (to a maximum of 3 regained wounds per phase).|
000000757||Superior Chameleonic Skin||false|TYR|Each time an attack is made against this model, subtract 1 from that attack’s hit roll.While this model is receiving the benefits of cover, it cannot be selected as the target of a ranged attack if the attacker is more than 12"" away.This model has a 4+ invulnerable save.|
000000758||It's Out There (Aura)||false|TYR|While an enemy unit is within 6"" of this model, that enemy unit cannot start to perform actions.|
000000764||Death Throes||false|TYR|When this model is destroyed, roll one D6 before removing it from play. On a 6+, the closest enemy unit within 6"" suffers D3 mortal wounds.|
000000767||Float Down||false|TYR|During deployment, you can set up this unit high in the skies instead of setting it up on the battlefield. If you do so, it can be set up in the Reinforcements step of your first, second or third Movement phase, regardless of any mission rules, and can be set up anywhere on the battlefield that is more than 9"" away from any enemy models.|
000000768||Floating Death||false|TYR|Each time a model in this unit ends a move within 3"" of any enemy units, or an enemy unit ends a move during which any of its models moved within 3"" of a model from this unit, that model can explode. That model is destroyed. Select one of those enemy units and roll one D6: on a 2-4, the selected enemy unit suffers D6 mortal wounds; on a 5+, the selected enemy unit suffers D3+3 mortal wounds.|
000000780||Terror from the Deep||false|TYR|In your Command phase, if any MAWLOC models from your army are underground (see the Death from Below ability), you can select one of those models and select one point on the battlefield and place a Terror from the Deep marker on that point. If you do so, that model cannot be set up using its Death from Below ability this turn and, at the start of the Reinforcements step of your next turn’s Movement phase, roll one D6 for each enemy unit within 6"" of the centre of that marker, adding 1 if the unit being rolled for contains between 6 and 10 models, and adding 2 if the unit being rolled for contains 11 or more models: on a 3-6, that unit suffers D3 mortal wounds; on a 7+, that unit suffers D3+3 mortal wounds. Then set the selected MAWLOC model up anywhere on the battlefield that is within 12"" of the centre of that marker and not within Engagement Range of any enemy models, and remove that marker. If that MAWLOC model is set up within 9"" of any enemy models, until the end of the turn, it cannot charge.|
000000782||Symbiotic Targeting||false|TYR|In your Movement phase, if this model Remains Stationary or moves a total distance of less than half its Move characteristic, until the end of the turn, each time this model makes a ranged attack, the target does not receive the benefits of cover against that attack.|
000000787||Bombardment Organism||false|TYR|During deployment, when you set up this model, it can be set up anywhere on the battlefield that is more than 12"" away from the enemy deployment zone and any enemy models.|
000000792||Shrouding Spores (Aura)||false|TYR|While a friendly <HIVE FLEET> unit that is not TITANIC is within 6"" of this model, each time a ranged attack is made against that unit, subtract 1 from that attack’s hit roll.|
000000793||Enhanced Toxic Miasma||false|TYR|At the end of the Fight phase, roll one D6 for each enemy unit within Engagement Range of this model: on a 4+, that unit suffers D3 mortal wounds.|
000000794||Prey Adaption||false|TYR|If an enemy model is destroyed within 3"" of this model, then at the end of that phase, this model gains the following ability until the end of the battle: ‘Prey Adaption (Aura): While a friendly <HIVE FLEET> unit is within 6"" of this model, each time a model in that unit makes an attack, re-roll a wound roll of 1.’|
000000796||Digestion Spine||false|TYR|If any enemy models are destroyed as a result of this model’s Thorax Spine-maw ability, at the end of the turn this model gains the following ability until the end of the battle: ‘Regenerative Physiology: Each time this model would lose a wound, roll one D6; on a 5+, that wound is not lost.’|
000000797||Leaper-killer||false|TYR|This model has a 5+ invulnerable save. In addition, each time this model makes a Normal Move, Advances, Falls Back or it makes a charge move, until that move is finished, it can move horizontally and vertically through models and terrain features (it cannot finish a move on top of another model, or its base).|
000000798||Floating Death||false|TYR|At the end of the charge phase, if a model in this unit is within 3"" of any enemy units, it explodes. Each time a Meiotic Spore model explodes, roll one D6: on a 2-3, the closest of those enemy unit suffers D3 mortal wounds. On a 4+, the closest of those enemy unit suffers 3 mortal wounds. That Meiotic Spore model is then destroyed.|
000000799||Living Bombs||false|TYR|Meiotic Spores automatically pass Morale tests. Furthermore, Meiotic Spores are discounted for the purposes of any victory conditions - they never award victory points and do not count towards the number of models controlling an objective.|
000000801||Carapace Chitin Rams||false|TYR|Each time this model finishes a charge move, you can select one enemy unit that is within Engagement range and roll one D6; on a 4+ that unit suffers D3 mortal wounds. If that unit is a VEHICLE or MONSTER unit, it suffers D6 mortal wounds instead. Each time this model makes a melee attack, if it made a charge move this turn, add 1 to that attack’s hit roll.|
000000804||Death Throes||false|TYR|When this transport is destroyed, roll one D6 before any embarked models disembark and before removing it from play. On a 6+, the closest enemy unit within 2D6"" suffers D6 mortal wounds.|
000000806||Frenzied Metabolism||false|TYR|The first time this model is selected to shoot in each of your Shooting phases, you can use this ability. If you do, this model suffers D3 mortal wounds, and until the end of the phase, each time this model makes a ranged attack, add 1 to that attack’s wound roll.|
000000809||Bio-titan Warp Field||false|TYR|This model has a 5+ invulnerable save.Designers Note: If this model does not have a base, before deploying this model, both players must agree the footprint of this model’s ‘base’ in the same way they would for an Area Terrain feature. We suggest that an imaginary straight line should be drawn from each point on this model which would touch the battlefield when it is placed on a flat surface. The area within these lines should be considered to be this model’s ‘base’.If the model has been posed with one or more of its legs raised, agree with your opponent the point where that leg would touch the battlefield, and use this to advise the shape of the model’s ‘base’.|
000000811||Frenzied Metabolism||false|TYR|The first time this model is selected to shoot in each of your Shooting phases, you can use this ability. If you do, this model suffers D3 mortal wounds, and until the end of the phase, each time this model makes a ranged attack, add 1 to that attack’s wound roll.|
000000817|Abilities|Unquestioning Loyalty|Genestealer Cults broodkin are so fanatically loyal that they do not hesitate to sacrifice themselves to protect their leaders.|false|GC|Each time a saving throw made for a <CULT> CHARACTER model from your army is failed, you can select one other friendly <CULT> or BROOD BROTHERS model with this ability within 3"" of that CHARACTER model and take an Unquestioning Loyalty test. To do so, roll one D6, adding 1 to the result if that CHARACTER model is a PATRIARCH model: on a 4+, the test is passed and that CHARACTER model does not suffer damage. Instead, the friendly model you selected is destroyed and the attack sequence ends.|
000000819||Living Idol (Aura)||false|GC|While a friendly <CULT> unit is within 6"" of this model, each time a Combat Attrition test is taken for that unit, you can ignore any or all modifiers.|
000000821||Swift and Deadly||false|GC|This model is eligible to declare a charge in a turn in which it Advanced.|
000000823||Spiritual Leader (Aura)||false|GC|While a friendly <CULT> INFANTRY or <CULT> BIKER unit is within 6"" of this model, each time a model in that unit would lose a wound as a result of a mortal wound in the Psychic phase, roll one D6: on a 5+, that wound is not lost.|
000000825||Cult Demagogue (Aura)||false|GC|While a friendly <CULT> CORE unit is within 6"" of this model, each time a model in that unit makes an attack, re-roll a hit roll of 1.|
000000826||Meticulous Planner||false|GC|In your Command phase, select one friendly <CULT> CORE unit within 9"" of this model. Until the start of your next Command phase, each time a model in that unit makes an attack, re-roll a wound roll of 1.|
000000827||Nexus of Devotion||false|GC|In your Command phase, if a friendly <CULT> CORE unit is within 6"" of this model, that unit can summon the cult.|
000000828||Sacred Cult Banner||false|GC|This model can perform the following action:Sacred Cult Banner (Action): At the end of the Move Units step of your Movement phase, one ACOLYTE ICONWARD model from your army can start to perform this action. This action is completed at the start of your Charge phase. If this action is successfully completed, the model that performed this action gains the following aura ability until the end of the turn: ‘Sacred Cult Banner (Aura): While a friendly <CULT> INFANTRY, <CULT> BIKER or <CULT> CHARACTER unit (excluding a GENESTEALER unit) is within 6"" of this model, add 1 to charge rolls made for that unit.’|
000000829||Cult icon||true|GC|In your Command phase, if this unit contains a model equipped with a cult icon, it can summon the cult.|
000000830||Bestial Vigour||false|GC|Each time an attack is allocated to a model in this unit, subtract 1 from the Damage characteristic of that attack (to a minimum of 1).|
000000834||Explodes||false|GC|When this model is destroyed, roll one D6 before any embarked models disembark, and before removing it from play. On a 6 it explodes, and each unit within 6"" suffers D3 mortal wounds.|
000000835||Rugged Construction||false|GC|Each time an attack is allocated to this model, subtract 1 from the Damage characteristic of that attack (to a minimum of 1).|
000000842|Abilities|Reanimation Protocols|Should a Necron be slain, its body becomes wreathed in an eerie glow. Crawling limbs reattach. Sundered torsos and smashed skulls reform amidst emerald sparks. Witchlights flare back to life within dead eye-lenses and the Necron rises again, shambling back into their battle line. Those Necrons too catastrophically damaged to reform vanish instead, teleported away to their tombs for repair.|false|NEC|Each time an enemy unit shoots or fights, after it makes its attacks, if any models in this unit were destroyed as a result of those attacks but this unit was not destroyed, this unit's reanimation protocols are enacted and those destroyed models begin to reassemble.Each time a unit's reanimation protocols are enacted, make Reanimation Protocol rolls for that unit by rolling a number of D6 equal to the combined Wounds characteristics of all the reassembling models. Each Reanimation Protocol roll of 5+ is put into a pool. A Reanimation Protocol roll can never be modified by more than -1 or +1.If the number of dice in that pool is greater than or equal to the Wounds characteristic of any of the reassembling models, select one of those models to be Reanimated. A Reanimated model:Is added back to its unit with its full wounds remaining.Can only set up within Engagement Range of enemy units that are already within Engagement Range of the Reanimated model's unit.Cannot, if it is your Charge phase, be set up closer to any enemy units that are targets of a charge declared by its unit this phase.No longer counts as having been destroyed for the purposes of Morale tests this turn.You then reduce the number of dice in that pool by a number equal to the Wounds characteristic of the Reanimated model and repeat this process until either there are no more reassembling models, or the number of dice remaining in the pool is less than the Wounds characteristic of any of the reassembling models. Any models that did not Reanimate fail to reassemble, and any dice remaining in the pool are discarded.Example: In the Shooting phase, an enemy unit targets and makes its attacks against a 5-strong unit of Lychguard, destroying 3 models and leaving another with only one wound left. The Lychguard units reanimation protocols are enacted, and you now make Reanimation Protocol rolls for it. Each Lychguard has a Wounds characteristic of 2, so you would roll a total of six D6s. If you rolled 1, 3, 4, 5, 5 and 6, you would put three dice into a pool. This pool contains enough dice to Reanimate one of the destroyed models, and so it is set back up on the battlefield. After that model has been Reanimated, there is only one dice remaining in your pool. This is not enough to Reanimate another reassembling Lychguard model, as it is less than the models Wounds characteristic; this dice is therefore discarded.|
000000843|Abilities|Living Metal|The Necrons' semi-sentient metal skin lets them heal mid-battle.|false|NEC|At the start of your Command phase, each model in this unit regains 1 lost wound.|
000000845||My Will Be Done||false|NEC|In your Command phase, you can select one friendly SAUTEKH CORE unit within 9"" of this unit. Until the start of your next Command phase, each time a model in that unit makes an attack, add 1 to that attack's hit roll. Each unit can only be selected for this ability once per phase.|
000000846||Phase Shifter||false|NEC|This model has a 4+ invulnerable save.|
000000847||Lord of the Storm||false|NEC|Once per battle, in your Shooting phase, this model can call the storm. If it does, select one enemy model within 48"" of and visible to it (you can only select a CHARACTER model with a Wounds characteristic of 9 or less if it is the closest enemy model to Imotekh). Roll one D6 for each other enemy unit within 6"" of that model: on a 4+, that unit suffers D3 mortal wounds. Then roll one D6: on a 4+, that model suffers 3 mortal wounds.|
000000849||Resurrection Orb||true|NEC|Once per battle, in your Command phase, the bearer can use its resurrection orb. If it does, select one friendly <DYNASTY> unit within 6"" of the bearer that is not at its Starting Strength and has not had its reanimation protocols enacted this phase. That unit's reanimation protocols are enacted, and every destroyed model in that unit begins to reassemble.|
000000852||The Lord’s Will||false|NEC|In your Command phase, you can select one friendly <DYNASTY> CORE unit within 9"" of this model. Until the start of your next Command phase, each time a model in that unit makes an attack, re-roll a hit roll of 1.|
000000853||Chronometron||false|NEC|In your Command phase, you can select one friendly <DYNASTY> unit within 9"" of this model. Until the start of your next Command phase, you can re-roll charge rolls made for that unit and models in that unit have a 5+ invulnerable save.|
000000857||Phylactery||true|NEC|Each time this model uses its Living Metal ability, it regains up to D3 lost wounds instead of 1.|
000000858||Counter Tactics||false|NEC|Once per battle, when your opponent declares they will use a Stratagem during a battle round but before any Command points are spent, this model can engage its counter tactics. If it does, your opponent cannot use that Stratagem this battle round.|
000000860||My Will Be Done||false|NEC|In your Command phase, you can select one friendly SAUTEKH CORE unit within 9"" of this model. Until the start of your next Command phase, each time a model in that unit makes an attack, add 1 to that attack's hit roll. Each unit can only be selected for this ability once per phase.|
000000861||Transient Madness||false|NEC|In your Command phase, you can select one friendly SAUTEKH CORE unit within 9"" of this model and roll 3D6. If the total is less than this model's Leadership characteristic, you can select one of the results below to apply to that unit; otherwise, roll one D3 to determine which of the results below apply to that unit.$Table$|
000000862||Cleaving Counterblow||false|NEC|When this model is destroyed by a melee attack, do not remove this model from play; after the attacking model's unit has finished making its attacks, this model fights as if it were the Fight phase. This model is then removed from play.|
000000863||The Lord’s Will||false|NEC|In your Command phase, you can select one friendly SAUTEKH CORE unit within 9"" of this model. Until the start of your next Command phase, each time a model in that unit makes an attack, re-roll a hit roll of 1.|
000000864||Ghostwalk Mantle||false|NEC|At the start of your Movement phase, you can remove this model from the battlefield. If you do, then in the Reinforcements step of that phase, set this model back up on the battlefield, anywhere within 3"" of a friendly NEMESOR ZAHNDREKH model.|
000000865||The Vargard’s Duty (Aura)||false|NEC|While a friendly NEMESOR ZAHNDREKH unit is within 3"" of this model, that unit can use the Look Out, Sir rule even if this unit contains fewer than 3 models.|
000000868||Master Chronomancer||false|NEC|In your Command phase, you can select one friendly NECRONS unit within 9"" of this model. Until the start of your next Command phase, you can reroll charge rolls made for that unit and models in that unit have a 5+ invulnerable save.|
000000870||The Stars Are Right||false|NEC|In your Command phase, if this model is on the battlefield, roll one D6: if the result is less than the current battle round number, then until the end of the battle, use the Orikan Empowered profile for this model (note that any wounds it has already lost remain lost).|
000000871||Lord of the Pyrrhian Legions (Aura)||false|NEC|While a friendly NECRONS CORE unit is within 6"" of this model, add 1 to the Attacks characteristic of models in that unit.|
000000872||Mind in the Machine||false|NEC|At the start of your Shooting phase, you can select one enemy VEHICLE model that is visible to and within 12"" of this model and roll 3D6 (if the model you selected is TITANIC, roll 2D6 instead). If the result is greater than or equal to the Leadership characteristic of the selected model, you can shoot one of that model’s ranged weapons as if that model was a unit from your army, using this model’s Ballistic Skill characteristic instead of the target model’s.|
000000874||My Will Be Done||false|NEC|In your Command phase, you can select one friendly NECRONS CORE unit within 9"" of this model. Until the start of your next Command phase, each time a model in that unit makes an attack, add 1 to that attack's hit roll. Each unit can only be selected for this ability once per phase.|
000000877||Surrogate Hosts||false|NEC|When this model is destroyed, instead of using any other rule that is triggered when a model is destroyed, after removing it from play you can roll one D6: on a 2+, you can select another friendly NECRONS INFANTRY CHARACTER model on the battlefield [excluding named characters). Remove that model as if it were destroyed (you cannot use any rules that are triggered when a model is destroyed) and return this model to play, placing it in the removed model's place with 3 wounds remaining.|
000000879||Quantum Shielding||false|NEC|This model has a 5+ invulnerable save. In addition, each time an attack is made against this model, an unmodified wound roll of 1-3 always fails, irrespective of any abilities that the weapon or the attacker may have.|
000000880||Explodes||false|NEC|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 3"" suffers 1 mortal wound.|
000000881||Dispersion shield||true|NEC|The bearer has a 4+ invulnerable save. In addition, add 1 to armour saving throws made for the bearer.|
000000885||Flesh Hunger||false|NEC|Each time a model in this unit makes a melee attack against an enemy non-VEHICLE unit, an unmodified hit roll of 6 scores 1 additional hit.|
000000888||Targeting Relay||false|NEC|Each time this model makes a ranged attack against an enemy unit, if a hit is scored, until the end of the phase, each time another friendly NECRONS model makes a ranged attack against that enemy unit, re-roll a hit roll of 1.|
000000892||Necrodermis||false|NEC|This model has a 4+ invulnerable save. In addition, this model cannot lose more than 3 wounds in the same phase. Any wounds that would be lost after that point are not lost.|
000000894||Grand Illusion||false|NEC|At the start of the first battle round, you can select up to three friendly NECRONS units. Remove those units from the battlefield, then set them up anywhere on the battlefield that is wholly within your deployment zone. If the mission uses the Strategic Reserves rules, any of those units can be placed into Strategic Reserves without having to spend any additional CPs, regardless of how many units are already in Strategic Reserves. If both players have abilities that redeploy units, roll off; the winner chooses who redeploys their units first.|
000000896||Reality Unravels||false|NEC|When this model is destroyed, roll one D6 before removing it from play. On a 4+ it explodes, and each unit within 6"" suffers D3 mortal wounds.|
000000898||Explodes||false|NEC|When this transport is destroyed, roll one D6 before any embarked models disembark and before removing it from play. On a 6 it explodes, and each unit within 6"" suffers D3 mortal wounds.|
000000899||Repair Barge||false|NEC|In your Command phase, you can select one friendly <DYNASTY> NECRON WARRIORS unit within 6"" of this model. If you do, up to D3 destroyed models from that unit Reanimate. Each unit can only be selected for this ability once per phase.|
000000901||Wraith Form||false|NEC|Models in this unit have a 4+ invulnerable save. In addition, each time this unit makes a Normal Move, Advances, Falls Back or it makes a charge move, until that move is finished, models in this unit can move horizontally through models and terrain features (they cannot finish a move on top of another model, or its base).|
000000902||Nebuloscope||true|NEC|Each time the bearer makes a ranged attack, the target does not receive the benefits of cover against that attack.|
000000903||Shadowloom||true|NEC|The bearer has a 5+ invulnerable save.|
000000904||Shieldvanes||true|NEC|The bearer has a Save characteristic of 3+.|
000000906||Fabricator claw array||true|NEC|At the end of your Movement phase, the bearer can repair one friendly <DYNASTY> VEHICLE model within 3"" of it. That model regains up to D3 lost wounds. Each model can only be repaired once per turn.|
000000907||Gloom prism||true|NEC|In your opponent's Psychic phase, the bearer's unit can attempt to deny one psychic power as if it were a PSYKER.|
000000908||Scarab Hive||false|NEC|In your Command phase, one destroyed model from each friendly <DYNASTY> CANOPTEK SCARAB SWARM unit within 6"" of this unit is Reanimated. Each unit can only be affected by this ability once per phase.|
000000912||Eternity Gate||false|NEC|In your Movement phase, if this model Remains Stationary, then in the Reinforcement step of that phase it can summon a unit. If it does, select one <DYNASTY> CORE INFANTRY unit from your army that is in Strategic Reserves: set up that unit anywhere on the battlefield that it is wholly within 3"" of this model and not within Engagement Range of any enemy models. Models in units that are set up using this ability count as having moved a distance in inches equal to their Move characteristic in the Movement phase.|
000000913||Explodes||false|NEC|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 6"" suffers D6 mortal wounds.|
000000914||Explodes||false|NEC|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 3"" suffers 1 mortal wound.|
000000915||Explodes||false|NEC|When this model is destroyed, roll one D6 before removing it from play. On a 6 it explodes, and each unit within 6"" suffers D3 mortal wounds.|
000000921||Vengeance of the Enchained||false|NEC|When this model is destroyed, roll one D6 before removing it from play. On a 4+ it explodes, and each unit within 2D6"" suffers D6 mortal wounds.|
000000922||Hovering Sentinel||false|NEC|In your Movement phase, if this model Remains Stationary, then until the start of your next Movement phase, its tesla spheres have a Type of Assault 6, a Strength characteristic of 8 and a Damage characteristic of 2.|
